gene_id	Heart_P3_1	Heart_P3_2	Heart_P3_3	Heart_P3_4	Heart_P63_1	Heart_P63_2	Heart_P63_3	Heart_P63_4
ENSMUSG00000041445	1683	1779	1528	2309	3172	1595	1904	2091
ENSMUSG00000041449	52	41	39	77	127	52	109	91
ENSMUSG00000041453	120	171	98	140	969	56	81	835
ENSMUSG00000041459	7879	8583	7915	8310	5093	3292	3227	4718
ENSMUSG00000041460	2	0	0	1	3	2	3	4
ENSMUSG00000041468	0	0	0	0	0	1	0	2
ENSMUSG00000041471	202	236	197	256	277	181	151	259
ENSMUSG00000041476	8833	10424	10270	10205	12529	7206	7845	13055
ENSMUSG00000041477	177	260	210	231	213	124	133	173
ENSMUSG00000041479	49	87	61	82	63	25	23	29
ENSMUSG00000041481	41	53	37	66	39	20	34	60
ENSMUSG00000041482	588	573	448	652	84	104	24	37
ENSMUSG00000041483	884	944	924	933	874	556	452	776
ENSMUSG00000041488	303	378	232	300	397	218	281	258
ENSMUSG00000041491	340	338	333	400	193	117	105	205
ENSMUSG00000041498	483	433	516	475	10	29	7	12
ENSMUSG00000041505	0	0	0	0	0	0	0	0
ENSMUSG00000041506	276	296	254	313	507	258	384	531
ENSMUSG00000041512	0	0	0	0	0	0	0	0
ENSMUSG00000041515	349	458	340	457	235	145	137	139
ENSMUSG00000041523	0	0	0	0	9	0	9	6
ENSMUSG00000041528	1735	2140	1703	2502	3713	1923	2705	3744
ENSMUSG00000041530	1808	1984	1411	2178	1572	823	855	1323
ENSMUSG00000041534	2	0	1	0	0	0	0	0
ENSMUSG00000041536	7	1	6	11	3	3	2	5
ENSMUSG00000041538	0	6	6	2	24	26	35	56
ENSMUSG00000041540	168	134	109	184	132	76	74	76
ENSMUSG00000041544	2	3	1	4	1	1	2	1
ENSMUSG00000041548	1357	1527	1419	1477	17853	9038	16496	20356
ENSMUSG00000041550	0	0	0	0	0	0	0	0
ENSMUSG00000041552	6	11	14	13	4	5	1	3
ENSMUSG00000041556	5	1	1	0	2	2	5	2
ENSMUSG00000041559	859	832	581	874	640	493	289	316
ENSMUSG00000041560	1933	2248	1688	2382	2252	1283	1919	2278
ENSMUSG00000041565	2	0	1	0	0	2	0	3
ENSMUSG00000041566	6	9	5	8	29	14	20	11
ENSMUSG00000041567	0	0	0	0	4	0	2	2
ENSMUSG00000041570	2054	2588	1813	2430	2006	1015	909	1454
ENSMUSG00000041571	1689	1991	1559	2293	2685	1303	2376	2595
ENSMUSG00000041577	678	1047	701	884	3309	2050	1352	1590
ENSMUSG00000041578	0	1	0	0	0	0	0	1
ENSMUSG00000041583	0	0	0	0	0	0	0	0
ENSMUSG00000041592	263	227	156	350	78	45	22	26
ENSMUSG00000041594	655	676	694	781	385	192	241	401
ENSMUSG00000041598	613	595	443	793	947	353	742	717
ENSMUSG00000041605	11	1	3	0	0	1	0	0
ENSMUSG00000041607	404	116	196	410	253	184	170	334
ENSMUSG00000041608	10	5	1	3	0	2	0	0
ENSMUSG00000041609	149	109	118	198	201	122	153	185
ENSMUSG00000041616	30777	6148	25946	39318	27545	23042	2250	4702
ENSMUSG00000041617	25	14	19	28	9	2	1	5
ENSMUSG00000041620	0	0	0	0	0	0	0	0
ENSMUSG00000041623	262	297	265	356	376	150	177	263
ENSMUSG00000041624	46	35	35	49	152	59	28	36
ENSMUSG00000041625	215	245	243	289	305	170	265	309
ENSMUSG00000041629	567	569	521	631	495	289	327	447
ENSMUSG00000041632	911	1423	1043	1500	1185	610	729	1190
ENSMUSG00000041633	1148	1633	1179	1098	1088	763	444	795
ENSMUSG00000041638	2299	2617	2099	3084	2396	1340	1576	2010
ENSMUSG00000041642	168	156	123	204	121	123	103	114
ENSMUSG00000041644	7	13	6	8	21	13	0	60
ENSMUSG00000041645	1579	1798	1574	2159	2550	1287	2132	2841
ENSMUSG00000041649	70	61	58	88	19	16	6	18
ENSMUSG00000041650	908	895	936	1046	3157	1709	2440	3311
ENSMUSG00000041653	19	10	24	31	167	129	25	75
ENSMUSG00000041654	225	219	212	278	86	59	79	95
ENSMUSG00000041658	92	119	89	122	61	48	29	54
ENSMUSG00000041660	3	3	2	2	4	7	2	1
ENSMUSG00000041669	0	5	5	3	7	7	7	12
ENSMUSG00000041670	26	26	18	36	3	3	6	5
ENSMUSG00000041671	502	635	483	552	496	337	394	524
ENSMUSG00000041673	10	8	8	16	14	9	15	17
ENSMUSG00000041679	38	41	21	49	21	11	19	16
ENSMUSG00000041681	0	0	0	0	0	0	0	0
ENSMUSG00000041684	534	615	551	649	561	308	332	543
ENSMUSG00000041685	2091	2827	2278	2532	3194	1941	1624	2414
ENSMUSG00000041688	500	466	452	570	616	396	395	793
ENSMUSG00000041695	1662	2044	1805	1829	2891	2066	2169	3219
ENSMUSG00000041696	317	387	254	420	422	264	270	333
ENSMUSG00000041697	3701	4175	3791	4538	1323	760	996	1627
ENSMUSG00000041698	0	0	0	0	123	0	0	257
ENSMUSG00000041700	4	1	0	1	1	0	0	2
ENSMUSG00000041702	1058	1245	958	1620	1365	621	538	790
ENSMUSG00000041703	0	0	0	0	0	0	0	0
ENSMUSG00000041707	7	16	10	8	39	21	20	14
ENSMUSG00000041708	1	0	2	0	3	0	0	1
ENSMUSG00000041710	0	0	1	2	0	0	0	0
ENSMUSG00000041712	1530	1847	1514	1800	1575	846	969	1365
ENSMUSG00000041716	149	178	163	185	137	80	92	120
ENSMUSG00000041718	299	429	355	349	245	148	131	196
ENSMUSG00000041720	2496	3035	2585	3479	3417	1793	2087	3053
ENSMUSG00000041722	0	0	0	0	0	0	0	0
ENSMUSG00000041729	709	765	684	861	493	265	397	431
ENSMUSG00000041730	1	2	1	1	0	0	2	1
ENSMUSG00000041731	2680	2690	2515	3577	5752	2737	3612	5487
ENSMUSG00000041733	2280	2841	2625	2700	5342	2978	3984	5682
ENSMUSG00000041734	1333	1235	1137	1876	797	495	456	621
ENSMUSG00000041735	8	3	2	1	32	16	9	32
ENSMUSG00000041736	526	618	564	727	711	347	479	720
ENSMUSG00000041737	1	1	1	0	4	7	11	9
ENSMUSG00000041740	6637	7544	6303	8162	11723	6855	10044	13706
ENSMUSG00000041741	3512	4593	3580	4828	4259	2567	3019	5541
ENSMUSG00000041747	501	619	487	540	485	288	284	444
ENSMUSG00000041750	5	5	4	9	0	1	0	1
ENSMUSG00000041754	2	4	3	1	0	1	1	0
ENSMUSG00000041757	2156	2575	2065	2503	8383	4063	4224	5876
ENSMUSG00000041762	421	576	446	545	1065	596	666	1112
ENSMUSG00000041763	2392	2923	2692	2897	3052	1816	1679	2882
ENSMUSG00000041765	695	770	629	910	901	496	739	961
ENSMUSG00000041769	1115	1383	1221	1385	1351	631	895	1240
ENSMUSG00000041771	165	63	81	205	25	16	8	9
ENSMUSG00000041773	968	1141	752	996	798	382	307	416
ENSMUSG00000041774	42	35	37	28	31	23	26	40
ENSMUSG00000041775	628	793	561	848	1003	442	857	896
ENSMUSG00000041777	211	232	204	289	211	159	150	154
ENSMUSG00000041779	833	771	722	1025	677	402	317	398
ENSMUSG00000041781	1702	1976	1629	1935	1369	821	823	1336
ENSMUSG00000041782	297	118	134	160	153	82	188	97
ENSMUSG00000041791	0	0	0	0	0	0	0	0
ENSMUSG00000041794	58	39	22	78	185	62	174	189
ENSMUSG00000041797	1053	1315	982	1388	1861	1061	910	1108
ENSMUSG00000041798	14	11	10	9	501	347	657	110
ENSMUSG00000041801	401	466	319	450	191	143	113	141
ENSMUSG00000041805	0	0	0	0	0	0	0	0
ENSMUSG00000041809	47	13	26	43	39	22	22	15
ENSMUSG00000041815	1415	1626	1239	1905	1303	692	732	1075
ENSMUSG00000041817	179	209	155	201	13	13	18	25
ENSMUSG00000041827	6	5	7	12	28	13	40	22
ENSMUSG00000041828	2286	2731	1971	2748	8290	4859	3723	5375
ENSMUSG00000041831	6	1	3	1	10	2	5	4
ENSMUSG00000041836	225	226	164	274	258	147	109	210
ENSMUSG00000041837	353	367	313	343	418	326	321	440
ENSMUSG00000041840	503	521	546	557	378	215	267	374
ENSMUSG00000041841	1322	1465	1295	1306	1138	705	918	1310
ENSMUSG00000041842	50	30	20	34	22	17	11	10
ENSMUSG00000041845	180	165	164	207	88	65	58	98
ENSMUSG00000041846	2510	2995	2528	2601	1741	1067	971	1649
ENSMUSG00000041849	191	223	196	290	291	177	181	236
ENSMUSG00000041852	1212	1426	1186	1659	1252	699	640	1003
ENSMUSG00000041857	0	0	0	0	0	0	0	0
ENSMUSG00000041859	1669	1778	1813	1885	278	186	226	165
ENSMUSG00000041870	1782	2044	1722	2435	1545	857	929	1312
ENSMUSG00000041872	0	6	4	7	0	1	0	1
ENSMUSG00000041878	4	8	10	10	7	4	5	7
ENSMUSG00000041879	4057	4128	3828	4934	2033	1193	1197	1729
ENSMUSG00000041881	2141	2560	2134	2658	3535	1912	3253	4378
ENSMUSG00000041885	0	0	0	0	0	0	0	0
ENSMUSG00000041886	3	3	3	1	0	0	0	1
ENSMUSG00000041889	177	169	152	249	77	39	20	48
ENSMUSG00000041890	1406	1772	1323	1942	1620	917	921	1180
ENSMUSG00000041891	2982	3402	3154	3495	4095	2692	2562	3674
ENSMUSG00000041895	2339	2621	2359	3171	5174	3115	3432	5489
ENSMUSG00000041907	12	13	16	26	4	3	1	1
ENSMUSG00000041911	20	20	28	30	21	11	21	26
ENSMUSG00000041912	225	217	209	251	159	64	86	151
ENSMUSG00000041915	1932	2222	1721	2122	1602	978	940	1316
ENSMUSG00000041920	390	449	426	448	378	274	252	450
ENSMUSG00000041921	623	725	602	737	1383	740	554	1178
ENSMUSG00000041923	2	3	0	2	0	0	1	1
ENSMUSG00000041926	492	562	502	549	736	414	512	693
ENSMUSG00000041930	114	123	95	129	80	30	48	115
ENSMUSG00000041935	1695	2173	1887	1945	3063	1715	1618	1904
ENSMUSG00000041936	7593	7246	5809	10317	3875	1892	2464	3122
ENSMUSG00000041939	257	260	289	326	202	115	198	257
ENSMUSG00000041945	73	82	71	110	28	31	26	45
ENSMUSG00000041949	255	264	221	351	557	235	367	411
ENSMUSG00000041954	5	2	2	8	3	1	4	3
ENSMUSG00000041957	3938	6152	5194	5750	6387	3684	3927	5897
ENSMUSG00000041958	848	788	760	1050	772	380	537	715
ENSMUSG00000041959	1472	1460	1239	1676	1148	656	697	659
ENSMUSG00000041961	601	729	515	753	370	209	211	336
ENSMUSG00000041966	518	534	439	529	467	284	178	295
ENSMUSG00000041974	269	262	262	287	125	89	65	82
ENSMUSG00000041975	212	245	218	285	223	108	138	194
ENSMUSG00000041977	1702	1901	1558	2243	2081	1079	1381	1767
ENSMUSG00000041984	1	0	0	0	0	0	0	0
ENSMUSG00000041986	40	16	17	32	6	2	4	2
ENSMUSG00000041991	0	0	0	0	0	0	0	0
ENSMUSG00000041992	757	995	722	1006	1738	674	729	922
ENSMUSG00000041995	679	748	576	805	395	209	251	366
ENSMUSG00000041997	2399	3069	2688	3021	2395	1457	1324	2147
ENSMUSG00000042002	2	0	0	0	0	0	0	1
ENSMUSG00000042010	6738	9432	6666	10335	14817	7170	11214	17340
ENSMUSG00000042015	891	1144	886	1145	1257	675	806	1125
ENSMUSG00000042029	1161	1313	1279	1155	177	136	56	138
ENSMUSG00000042031	0	0	0	0	0	0	0	0
ENSMUSG00000042032	2419	2550	2383	2849	3433	2042	2629	3478
ENSMUSG00000042035	1884	1666	1478	2511	885	536	439	675
ENSMUSG00000042041	0	0	0	1	1	0	0	0
ENSMUSG00000042042	860	900	851	927	1234	923	872	1261
ENSMUSG00000042043	1558	1788	1649	1550	990	734	721	984
ENSMUSG00000042045	1949	128	1097	2290	1915	1449	100	171
ENSMUSG00000042046	1204	1265	1031	1477	1706	968	902	1299
ENSMUSG00000042050	211	190	172	207	167	100	70	122
ENSMUSG00000042055	1407	1669	1409	1943	1274	757	814	1170
ENSMUSG00000042063	864	1093	973	1007	1160	708	657	976
ENSMUSG00000042064	66	42	48	74	2	0	0	1
ENSMUSG00000042066	584	639	465	757	1008	560	839	1134
ENSMUSG00000042073	222	251	203	301	411	186	344	441
ENSMUSG00000042078	1	1	2	1	0	0	0	1
ENSMUSG00000042079	1517	1860	1578	1827	930	594	616	843
ENSMUSG00000042082	647	587	546	764	1085	673	400	593
ENSMUSG00000042087	3	3	2	0	0	1	0	4
ENSMUSG00000042092	0	0	0	0	0	0	0	0
ENSMUSG00000042096	8	9	3	5	22	5	0	25
ENSMUSG00000042097	11	20	15	23	5	10	3	6
ENSMUSG00000042099	1382	1475	863	1285	1997	1019	1506	1571
ENSMUSG00000042102	5	9	1	1	5	1	2	11
ENSMUSG00000042104	469	480	447	573	510	319	254	366
ENSMUSG00000042105	578	605	484	639	479	311	215	397
ENSMUSG00000042106	256	311	196	358	143	70	68	99
ENSMUSG00000042109	244	115	155	344	2281	956	2457	1929
ENSMUSG00000042111	365	456	381	440	427	228	201	393
ENSMUSG00000042115	130	141	132	131	923	647	477	881
ENSMUSG00000042116	275	335	307	314	699	359	520	713
ENSMUSG00000042118	1	6	3	3	7	3	2	14
ENSMUSG00000042121	1313	1421	956	1627	963	479	566	771
ENSMUSG00000042124	0	0	0	0	0	0	0	0
ENSMUSG00000042129	491	455	390	576	648	349	394	450
ENSMUSG00000042133	2546	3022	2532	2661	2187	1492	1277	1894
ENSMUSG00000042138	621	735	586	604	450	293	252	407
ENSMUSG00000042148	1243	1520	1345	1867	2378	1141	1755	2215
ENSMUSG00000042155	2568	3063	2712	2777	2271	1293	1488	2293
ENSMUSG00000042156	253	251	189	294	149	99	77	112
ENSMUSG00000042157	0	0	0	0	0	0	0	0
ENSMUSG00000042165	20	20	15	14	28	14	22	55
ENSMUSG00000042167	590	724	664	671	361	232	207	313
ENSMUSG00000042178	412	504	372	571	331	202	285	331
ENSMUSG00000042179	21	20	5	9	4	0	0	2
ENSMUSG00000042182	153	142	167	209	51	37	22	21
ENSMUSG00000042184	1	2	0	1	0	0	2	0
ENSMUSG00000042185	848	953	797	1337	749	418	459	635
ENSMUSG00000042189	0	0	0	0	1	0	3	0
ENSMUSG00000042190	205	215	183	265	761	434	429	353
ENSMUSG00000042195	7	7	7	7	5	10	4	2
ENSMUSG00000042197	1390	1506	1331	1545	1120	652	613	851
ENSMUSG00000042198	833	1069	928	902	1275	852	1161	1695
ENSMUSG00000042200	3	0	0	0	2	2	0	2
ENSMUSG00000042202	1040	1262	1049	1301	1057	495	659	827
ENSMUSG00000042203	645	781	609	930	782	406	554	784
ENSMUSG00000042207	1927	2065	1657	2567	1076	666	561	807
ENSMUSG00000042208	711	861	744	795	767	419	422	584
ENSMUSG00000042210	333	402	347	557	363	176	239	330
ENSMUSG00000042211	1374	1792	1405	1948	1469	759	822	1194
ENSMUSG00000042212	0	0	0	0	0	0	0	0
ENSMUSG00000042213	207	261	196	234	249	177	217	258
ENSMUSG00000042215	1174	1409	1254	1364	1386	782	893	1312
ENSMUSG00000042216	18	17	7	19	53	25	9	22
ENSMUSG00000042219	0	0	0	0	0	0	0	0
ENSMUSG00000042225	2376	3103	2693	2830	849	573	544	854
ENSMUSG00000042228	935	1158	868	1107	936	509	694	761
ENSMUSG00000042229	568	656	503	624	493	311	344	472
ENSMUSG00000042240	0	0	0	0	0	0	0	0
ENSMUSG00000042243	0	0	0	0	0	0	0	0
ENSMUSG00000042244	0	0	0	0	0	0	0	0
ENSMUSG00000042246	398	501	472	414	410	242	397	656
ENSMUSG00000042248	0	0	0	0	0	0	0	0
ENSMUSG00000042249	2485	2814	2352	3223	1684	1028	1151	1545
ENSMUSG00000042250	0	0	0	1	0	0	0	0
ENSMUSG00000042251	177	273	148	246	577	316	583	1411
ENSMUSG00000042254	28	39	34	49	415	466	78	61
ENSMUSG00000042256	3	7	2	2	4	5	0	0
ENSMUSG00000042258	32	16	9	24	2	3	1	1
ENSMUSG00000042262	0	0	0	0	0	1	0	0
ENSMUSG00000042265	6	2	1	4	1	1	3	2
ENSMUSG00000042268	44	3	3	6	5	1	2	7
ENSMUSG00000042269	3	0	1	0	0	0	0	0
ENSMUSG00000042271	245	331	279	286	406	275	244	376
ENSMUSG00000042272	1551	1737	1570	1994	1722	1035	791	1169
ENSMUSG00000042275	536	629	495	501	333	212	295	453
ENSMUSG00000042279	0	1	0	0	0	0	0	0
ENSMUSG00000042282	0	0	0	0	0	3	1	0
ENSMUSG00000042284	1750	2112	1887	2263	2223	966	717	1159
ENSMUSG00000042286	2498	2717	2109	3431	3618	2120	2634	2867
ENSMUSG00000042289	470	536	424	565	874	442	674	765
ENSMUSG00000042292	525	597	408	795	374	221	237	326
ENSMUSG00000042293	58	61	72	41	100	69	126	181
ENSMUSG00000042298	1017	1338	1144	1265	1710	954	1227	1913
ENSMUSG00000042302	3689	4850	4343	4646	5849	3561	3254	6018
ENSMUSG00000042303	290	359	238	349	353	186	277	306
ENSMUSG00000042305	1256	1487	1372	1495	832	550	512	727
ENSMUSG00000042306	17	2	1	3	2	1	0	1
ENSMUSG00000042308	528	633	567	743	458	213	331	326
ENSMUSG00000042312	417	503	617	500	549	331	460	546
ENSMUSG00000042320	31	50	33	53	51	32	26	45
ENSMUSG00000042323	4548	5657	4834	5540	3562	2195	1680	2752
ENSMUSG00000042328	376	417	325	434	430	231	301	339
ENSMUSG00000042331	714	714	716	974	255	184	251	508
ENSMUSG00000042333	33	25	19	29	79	68	50	69
ENSMUSG00000042340	63	78	60	83	215	105	181	203
ENSMUSG00000042345	2	0	0	0	2	5	2	3
ENSMUSG00000042348	637	781	628	819	629	374	322	442
ENSMUSG00000042349	155	120	98	208	101	93	102	109
ENSMUSG00000042350	1882	2637	1692	2723	2117	1196	1783	2995
ENSMUSG00000042351	14	19	8	39	16	31	26	31
ENSMUSG00000042353	38	14	16	47	5	4	1	3
ENSMUSG00000042354	797	924	820	867	795	520	549	722
ENSMUSG00000042357	13	9	4	19	11	10	7	9
ENSMUSG00000042359	265	260	276	270	1961	985	1430	1691
ENSMUSG00000042363	1708	1988	1742	2120	2603	1500	1276	2262
ENSMUSG00000042364	1400	1720	1289	1592	1255	796	633	874
ENSMUSG00000042367	2	0	0	4	0	0	1	1
ENSMUSG00000042369	895	1085	933	1069	597	395	336	512
ENSMUSG00000042371	5	11	3	3	8	3	2	16
ENSMUSG00000042372	1	0	0	0	0	0	0	0
ENSMUSG00000042377	15	5	5	14	14	6	18	19
ENSMUSG00000042379	19	32	25	25	83	62	14	45
ENSMUSG00000042380	455	451	418	543	832	405	750	909
ENSMUSG00000042385	0	0	0	1	0	1	0	0
ENSMUSG00000042386	0	0	1	0	0	0	0	0
ENSMUSG00000042388	20	30	25	22	7	9	5	14
ENSMUSG00000042389	294	349	295	399	250	141	141	180
ENSMUSG00000042390	598	654	497	910	729	239	244	462
ENSMUSG00000042396	810	1062	931	981	840	514	503	690
ENSMUSG00000042401	5	7	4	9	5	2	1	0
ENSMUSG00000042402	0	0	0	0	0	0	0	0
ENSMUSG00000042404	1246	1479	1162	1438	2721	1446	1777	2536
ENSMUSG00000042406	2730	3132	2548	2705	2827	1488	1660	2529
ENSMUSG00000042408	602	650	588	790	904	495	441	721
ENSMUSG00000042410	2451	2915	2486	2815	2117	1273	1022	1637
ENSMUSG00000042414	0	0	1	1	0	1	0	1
ENSMUSG00000042417	5	5	5	2	12	1	8	6
ENSMUSG00000042419	180	179	176	169	134	88	128	161
ENSMUSG00000042423	991	1141	849	1242	1103	541	765	961
ENSMUSG00000042425	0	1	1	1	2	0	0	0
ENSMUSG00000042426	852	1060	858	986	977	546	660	954
ENSMUSG00000042428	166	94	93	211	198	142	225	330
ENSMUSG00000042429	640	683	595	788	790	412	458	618
ENSMUSG00000042433	1	0	0	0	0	0	0	0
ENSMUSG00000042436	3083	2133	1779	3033	1792	1304	280	205
ENSMUSG00000042439	1541	1618	1306	2071	1072	601	714	886
ENSMUSG00000042444	1655	2011	1710	1878	3623	2110	2089	3041
ENSMUSG00000042446	1697	1977	1795	2088	1576	842	811	1220
ENSMUSG00000042447	778	1049	826	1008	977	538	601	929
ENSMUSG00000042448	0	0	0	0	0	0	0	0
ENSMUSG00000042451	4	1	0	0	2	0	7	6
ENSMUSG00000042453	328	406	339	466	308	151	236	274
ENSMUSG00000042459	0	0	0	0	0	0	0	0
ENSMUSG00000042460	511	642	608	683	665	392	329	501
ENSMUSG00000042462	379	428	377	452	395	178	272	355
ENSMUSG00000042472	983	1065	943	1195	929	464	567	826
ENSMUSG00000042473	667	687	657	755	505	332	191	322
ENSMUSG00000042474	4	5	1	8	11	9	5	14
ENSMUSG00000042476	58	65	71	77	1238	496	849	1270
ENSMUSG00000042477	2	0	0	0	2	0	1	5
ENSMUSG00000042485	136	142	127	174	194	151	191	226
ENSMUSG00000042487	801	905	789	877	398	293	293	420
ENSMUSG00000042489	703	713	752	788	15	31	7	17
ENSMUSG00000042492	1025	1099	891	1188	841	484	527	792
ENSMUSG00000042496	197	227	175	261	194	88	111	187
ENSMUSG00000042498	39	25	35	29	2	4	0	3
ENSMUSG00000042499	1	3	6	1	1	2	0	0
ENSMUSG00000042500	396	480	357	487	901	488	611	822
ENSMUSG00000042501	0	0	1	1	0	0	0	1
ENSMUSG00000042502	1422	1499	1357	1898	1525	807	1118	1382
ENSMUSG00000042505	290	330	308	301	427	230	319	433
ENSMUSG00000042506	2604	2885	2355	3489	1771	1026	1117	1563
ENSMUSG00000042507	983	1143	930	1496	1138	702	619	902
ENSMUSG00000042508	1304	1533	1359	1497	1276	748	636	889
ENSMUSG00000042510	66	40	33	58	27	18	21	33
ENSMUSG00000042514	6	4	3	2	1	9	0	2
ENSMUSG00000042515	685	776	759	798	170	112	46	122
ENSMUSG00000042520	4264	4764	4006	5882	4123	1895	2328	3818
ENSMUSG00000042523	660	587	594	760	604	295	299	505
ENSMUSG00000042524	2071	2237	1935	2956	4173	2139	3368	4252
ENSMUSG00000042525	0	0	0	0	0	0	0	0
ENSMUSG00000042529	476	606	447	687	696	448	547	1039
ENSMUSG00000042532	15	11	19	14	24	16	23	39
ENSMUSG00000042535	1372	1560	1276	1846	1303	674	983	1427
ENSMUSG00000042540	0	0	0	1	0	0	0	0
ENSMUSG00000042541	2519	2934	2654	2499	2863	1886	2732	3262
ENSMUSG00000042548	2060	2195	1969	3173	1753	1010	1074	1536
ENSMUSG00000042554	0	0	0	0	0	0	0	0
ENSMUSG00000042557	1980	2095	1761	2402	1684	930	919	1358
ENSMUSG00000042558	380	441	342	484	332	181	251	328
ENSMUSG00000042564	89	73	70	96	55	32	30	34
ENSMUSG00000042567	1	2	1	1	0	0	1	0
ENSMUSG00000042569	324	357	362	384	469	248	419	450
ENSMUSG00000042570	485	479	401	579	429	240	258	445
ENSMUSG00000042572	1304	1460	1253	1630	1220	690	814	1072
ENSMUSG00000042579	148	198	160	164	241	126	121	201
ENSMUSG00000042581	95	68	76	97	21	7	8	5
ENSMUSG00000042589	476	647	512	612	854	490	538	650
ENSMUSG00000042590	1432	1788	1543	1866	1277	745	852	1317
ENSMUSG00000042594	1402	1775	1311	1917	1595	868	1045	1256
ENSMUSG00000042595	403	496	392	474	523	291	236	348
ENSMUSG00000042596	0	1	0	0	0	0	0	1
ENSMUSG00000042599	1551	1913	1472	1847	2458	1312	967	1688
ENSMUSG00000042604	229	226	228	227	91	78	48	130
ENSMUSG00000042605	2426	2695	2107	2911	2983	1585	1881	2908
ENSMUSG00000042606	712	707	657	774	264	158	188	247
ENSMUSG00000042607	475	544	492	546	229	162	113	257
ENSMUSG00000042608	985	1099	864	1075	2327	1286	1809	3038
ENSMUSG00000042613	3852	4286	3701	5580	4786	2747	4015	5106
ENSMUSG00000042616	89	81	86	92	55	23	49	56
ENSMUSG00000042622	122	209	170	142	218	110	178	182
ENSMUSG00000042625	2106	2226	1768	2113	1825	1025	1448	1868
ENSMUSG00000042626	1862	1936	1631	2613	1367	745	817	1130
ENSMUSG00000042628	848	909	767	1285	818	460	490	623
ENSMUSG00000042631	0	0	0	0	0	0	0	0
ENSMUSG00000042632	378	430	326	520	523	250	314	424
ENSMUSG00000042638	2	0	0	2	0	0	0	0
ENSMUSG00000042641	1	3	1	3	5	5	7	3
ENSMUSG00000042642	772	956	719	1023	1494	787	1122	1415
ENSMUSG00000042644	535	622	476	747	700	357	524	493
ENSMUSG00000042647	245	222	152	370	1339	954	613	1670
ENSMUSG00000042650	3228	3975	3174	3931	4868	2885	3248	5231
ENSMUSG00000042655	0	1	0	0	0	0	0	0
ENSMUSG00000042659	645	604	448	770	622	317	282	520
ENSMUSG00000042660	256	290	285	359	318	197	279	380
ENSMUSG00000042662	5	3	0	6	1	3	0	0
ENSMUSG00000042670	517	639	636	506	995	664	774	998
ENSMUSG00000042671	12	8	9	7	0	0	0	0
ENSMUSG00000042672	5	10	9	8	3	3	2	4
ENSMUSG00000042675	651	737	492	854	1144	620	966	1085
ENSMUSG00000042677	65	80	45	73	188	111	155	193
ENSMUSG00000042678	3	3	4	6	3	0	1	4
ENSMUSG00000042680	950	1209	885	1353	1364	700	873	1368
ENSMUSG00000042682	1110	1369	1247	1305	1538	1029	1234	1710
ENSMUSG00000042684	62	72	78	69	40	28	22	70
ENSMUSG00000042686	375	369	403	536	1100	665	914	1132
ENSMUSG00000042688	2247	2991	2519	2975	1672	1041	933	1416
ENSMUSG00000042694	521	670	605	646	545	274	339	465
ENSMUSG00000042699	5914	6563	5921	7162	3737	1993	1916	3051
ENSMUSG00000042700	1640	1767	1512	2440	866	542	783	1027
ENSMUSG00000042705	544	625	474	687	355	209	251	380
ENSMUSG00000042707	21	0	0	0	0	1	2	1
ENSMUSG00000042708	9	4	3	8	0	0	3	1
ENSMUSG00000042709	554	667	609	699	969	482	720	995
ENSMUSG00000042712	3415	3852	3652	3500	718	509	334	459
ENSMUSG00000042717	2085	2300	2214	2443	10654	6048	5089	8377
ENSMUSG00000042719	1212	1482	1189	1597	1590	847	835	1417
ENSMUSG00000042724	36	16	18	43	17	12	7	13
ENSMUSG00000042726	1619	1793	1362	2193	1933	914	1489	1832
ENSMUSG00000042729	360	408	340	467	371	185	279	356
ENSMUSG00000042734	224	223	217	277	86	44	20	33
ENSMUSG00000042737	169	146	133	195	174	89	130	174
ENSMUSG00000042742	700	881	812	892	946	561	509	776
ENSMUSG00000042743	107	108	80	106	73	29	32	41
ENSMUSG00000042744	2228	2542	2015	3235	3034	1295	1665	2075
ENSMUSG00000042745	591	820	531	614	802	494	795	1010
ENSMUSG00000042747	658	673	564	719	761	401	490	714
ENSMUSG00000042750	54	37	12	39	4	4	4	2
ENSMUSG00000042751	61	74	41	69	19	16	18	9
ENSMUSG00000042757	547	499	434	974	231	83	52	124
ENSMUSG00000042759	33	28	14	38	55	29	33	37
ENSMUSG00000042761	100	4	3	146	141	64	0	2
ENSMUSG00000042763	7	8	5	11	15	15	14	20
ENSMUSG00000042766	38	28	27	37	71	33	33	43
ENSMUSG00000042770	443	391	412	536	392	256	378	393
ENSMUSG00000042772	2742	3006	2588	3650	3048	1619	1855	2773
ENSMUSG00000042774	0	0	0	0	0	0	0	0
ENSMUSG00000042784	167	31	19	26	29	14	11	29
ENSMUSG00000042787	198	183	160	205	123	69	78	126
ENSMUSG00000042788	14	5	3	5	1	0	0	1
ENSMUSG00000042790	1029	1171	995	1387	1251	575	705	1002
ENSMUSG00000042793	234	245	175	298	369	239	197	287
ENSMUSG00000042796	0	0	0	0	0	0	0	0
ENSMUSG00000042797	14	15	6	17	17	12	13	23
ENSMUSG00000042800	0	0	0	0	0	0	0	0
ENSMUSG00000042801	0	0	0	0	0	0	0	0
ENSMUSG00000042804	1193	1174	1061	1498	957	561	435	580
ENSMUSG00000042807	544	750	563	814	853	356	542	467
ENSMUSG00000042808	2	0	0	1	0	0	0	0
ENSMUSG00000042810	1779	2115	1643	2650	1480	814	1074	1357
